olympiad_name,organizer_name
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Северный (Арктический) федеральный университет имени М.В. Ломоносова"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Белгородский государственный технологический университет им. В.Г. Шухова"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ковровская государственная технологическая академия имени В.А. Дегтярева"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Волгоградский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Воронежский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Воронежский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский технологический университет ""МИСИС"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""МИРЭА - Российский технологический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский авиационный институт (национальный исследовательский университет)"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Московский государственный технологический университет ""СТАНКИН"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Санкт-Петербургский государственный морской технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский политехнический университет Петра Великого"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Севастопольский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ивановский государственный политехнический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный технический университет гражданской авиации"" (МГТУ ГА)"
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Иркутский национальный исследовательский технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Калининградский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Кубанский государственный технологический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Юго-Западный государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Донбасский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Университет ""Дубна"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Технологический университет имени дважды Героя Советского Союза, летчика-космонавта А.А. Леонова"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Мурманский арктический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Нижегородский государственный технический университет им. Р.Е. Алексеева"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Новосибирский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Омский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Оренбургский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Орловский государственный университет имени И.С. Тургенева"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Пензенский государственный технологический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Пермский национальный исследовательский политехнический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Дальневосточный федеральный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Псковский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Уфимский университет науки и технологий"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Дагестанский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Петрозаводский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Северо-Восточный федеральный университет имени М.К. Аммосова"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Северо-Кавказский горно-металлургический институт (государственный технологический университет)"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Казанский национальный исследовательский технический университет им. А.Н. Туполева - КАИ"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Южный федеральный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Донской государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Самарский национальный исследовательский университет имени академика С.П. Королева"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Самарский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тольяттинский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Саратовский государственный технический университет имени Гагарина Ю.А."""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тамбовский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тверской государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский Томский политехнический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тульский государственный педагогический университет им. Л.Н. Толстого"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ижевский государственный технический университет имени М.Т. Калашникова"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ульяновский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ульяновский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тихоокеанский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Южно-Уральский государственный университет (национальный исследовательский университет)"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ярославский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""",Министерство науки и высшего образования Российской Федерации
"Многопрофильная инженерная олимпиада ""Звезда""",Министерство образования и науки Мурманской области
"Многопрофильная инженерная олимпиада ""Звезда""",Министерство образования Оренбургской области
"Многопрофильная инженерная олимпиада ""Звезда""",Министерство образования Тульской области
"Многопрофильная инженерная олимпиада ""Звезда""",Министерство образования и науки Челябинской области
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное агентство по делам Содружества Независимых Государств, соотечественников, проживающих за рубежом, и по международному гуманитарному сотрудничеству"
"Многопрофильная инженерная олимпиада ""Звезда""",Министерство образования и науки Республики Бурятия
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Алтайский государственный технический университет им. И.И. Ползунова"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Амурский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Государственный университет морского и речного флота имени адмирала С.О. Макарова"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Северный (Арктический) федеральный университет имени М.В. Ломоносова"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Белгородский государственный технологический университет им. В.Г. Шухова"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ковровская государственная технологическая академия имени В.А. Дегтярева"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Волгоградский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Воронежский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Воронежский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский технологический университет ""МИСИС"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""МИРЭА - Российский технологический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский авиационный институт (национальный исследовательский университет)"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Московский государственный технологический университет ""СТАНКИН"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Санкт-Петербургский государственный морской технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский политехнический университет Петра Великого"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Севастопольский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ивановский государственный политехнический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный технический университет гражданской авиации"" (МГТУ ГА)"
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Иркутский национальный исследовательский технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Калининградский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Кубанский государственный технологический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Юго-Западный государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Донбасский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Университет ""Дубна"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Технологический университет имени дважды Героя Советского Союза, летчика-космонавта А.А. Леонова"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Мурманский арктический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Нижегородский государственный технический университет им. Р.Е. Алексеева"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Новосибирский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Омский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Оренбургский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Орловский государственный университет имени И.С. Тургенева"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Пензенский государственный технологический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Пермский национальный исследовательский политехнический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Дальневосточный федеральный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Псковский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Уфимский университет науки и технологий"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Дагестанский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Петрозаводский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Северо-Восточный федеральный университет имени М.К. Аммосова"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Северо-Кавказский горно-металлургический институт (государственный технологический университет)"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Казанский национальный исследовательский технический университет им. А.Н. Туполева - КАИ"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Южный федеральный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Донской государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Южно-Российский государственный политехнический университет (НПИ) имени М.И. Платова"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Самарский национальный исследовательский университет имени академика С.П. Королева"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Самарский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тольяттинский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Саратовский государственный технический университет имени Гагарина Ю.А."""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тамбовский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тверской государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский Томский политехнический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тульский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное казенное общеобразовательное учреждение ""Тюменское президентское кадетское училище"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ижевский государственный технический университет имени М.Т. Калашникова"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ульяновский государственный технический университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Ульяновский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное бюджетное образовательное учреждение высшего образования ""Тихоокеанский государственный университет"""
"Многопрофильная инженерная олимпиада ""Звезда""","Федеральное государственное автономное образовательное учреждение высшего образования ""Южно-Уральский государственный университет (национальный исследовательский университет)"""
